-1.231644654864200447e+03,-6.918853925692309303e+02,-2.032975708370201744e+02,-6.463346915148521248e+02,7.056632385289191234e+00,-1.183625281168021814e+02,2.156629050052461309e+02,-6.505798603838285032e+01,-5.279760165949478790e+01,9.186660326314228797e+00
-1.999691449675312242e+03,6.758548754682532262e+02,-4.370122439044328075e+02,4.799859338494824783e+02,5.005933203115300216e+02,1.017104747626345898e+02,-5.327749139213649698e+01,1.421348255436999466e+02,1.058020183999938979e+02,-5.670640656877728958e+01
-2.021607609271475894e+03,-2.242959637728005973e+01,-2.002329739905945019e+02,-3.754364327727946602e+02,-6.235155139356822218e+01,1.750465538423813712e+02,-6.171122555859263770e+01,2.957411311856704970e+02,-6.294696244362258142e+01,-6.214726462630185466e+01
-2.075948090046981179e+03,6.881537461851644366e+02,-1.226116763617323500e+02,-4.572068816800362612e+01,-2.623000465545787208e+01,-3.836137956397046622e+01,2.068785038332343333e+02,1.416357130454266553e+02,-5.178764959316767502e+00,-1.325200385655532820e+01
2.336247428468828730e+03,-4.222614570391870075e+02,1.712127553031142781e+02,-2.065723357422826112e+01,-1.605855913782416451e+02,4.769151157093519942e+02,1.876775530515451464e+02,-2.722754825377788279e+01,-5.340757098069862963e+01,-5.373873896724131782e+02
-1.483221651407171521e+03,-1.082707039268822882e+03,2.653482441281784645e+02,-1.967496183021513616e+02,-4.115717757064210218e+02,-1.198301642708787540e+02,3.852614961799742588e+01,1.586234654911314976e+02,-2.311412151729944640e+02,-1.289581852556904096e+02
-9.304440506276412179e+02,-6.164430823577531555e+02,6.383413397537151468e+02,4.430463495002896224e+01,-2.133241296582060045e+02,6.172076561433371467e+01,-2.033579191105606299e+02,-1.352785675332922644e+01,3.525896097043376471e+02,2.451913305277202255e+02
-3.725290366036591649e+02,-1.052857545397222793e+03,5.831427673372099889e+02,-4.423469363636139633e+02,-4.239429123303924030e+02,6.995326940310592079e+01,-1.725377003834786649e+02,1.735052954532258127e+02,5.203955428630408733e+02,2.849893688748152272e+02
-6.017218260984857352e+02,-2.238438584194999805e+02,2.297334957171379756e+03,1.299704356232196645e+01,8.481580172904648407e+02,-1.719566236688324636e+02,5.270970627021247168e+01,2.470775880597083471e+02,-2.084785833175174901e+02,5.107687795920753615e+01
2.570049416042243593e+03,-1.739370516690651414e+02,1.146690835195098259e+02,-5.005950700954888930e+02,1.128931502987237394e+02,8.125083555379026734e+01,1.066568623526004416e+02,-1.210851328793439308e+02,-1.643547101305561853e+02,-2.532574815037408769e+02
-2.150724950578103744e+03,2.948127738854541935e+00,-1.657643310942279697e+02,1.043816683730210144e+02,3.966256021575713220e+01,-2.360346673399535291e+02,2.415973040959261198e+02,-8.609054384965061502e+01,-1.336099456144492592e+02,7.465871290945501926e+01
-1.815968290619895015e+03,3.184338047525353659e+02,-4.472724324653493682e+02,1.479154216092915952e+01,2.779515340976837479e+02,-4.334133373974457193e+00,1.538191680821770149e+02,-1.026679118274267744e+01,3.278965670087663398e+01,5.528788439496017304e+01
-2.560698656416837366e+03,3.372869859489094324e+03,4.587832072378338353e+02,-6.249674050945263843e+02,-1.594016299436176212e+02,2.794979995362661498e+02,-3.920233683790910106e+01,7.878270696983818766e+01,1.483083009884567787e+02,2.327213523227155889e+01
-1.210748064956635744e+03,-2.197999574368284641e+02,1.807392728773206443e+02,5.144612173701762003e+02,-6.973273001686077066e+01,-3.828162157152101486e+01,-3.185969195271253085e+01,2.087260303079628159e+02,2.246497117981509746e+02,-3.270296612706703598e+01
4.978851761407660206e+02,-1.185981198076981855e+03,2.434469281127006525e+03,2.966744068662895870e+02,6.848704575028577892e+02,-5.249884923273911141e+01,-3.232726926923813835e+02,1.265270126411774640e+02,-1.924945639633598375e+02,-8.216571839894893259e+00
-2.225884527263313430e+03,5.618655231586268428e+02,-3.003104890450691755e+02,4.682283350400251720e+02,1.663130297908282671e+02,-7.495856463812549464e+01,2.314753772134280396e+01,-1.111892303104500570e+02,3.708122274575016419e+00,-8.198400290633808041e+00
-1.998855486605919168e+03,1.532148401626704128e+02,-6.909611229297382806e+02,5.399617110463972267e+02,2.132725232705863334e+02,1.907871635247990696e+02,-2.789907453619204603e+02,4.121077692180283947e+01,2.030745238130007237e+02,-8.965213450933705985e+01
-2.421894660597441998e+03,9.895883966048244247e+02,1.335132503806533748e+02,2.991516737187324679e+02,5.216495552350231435e+01,3.736536368047810441e+01,-9.657434484189867874e+01,6.764453592397563853e+01,4.733964867974889046e+01,9.103963081029931459e+01
-1.354009271480550751e+03,2.660611831220449517e+02,-1.520536385963957287e+02,-5.583271416969746781e+01,3.204707369706220561e+02,6.509149689698796237e+01,1.302738946293990523e+02,4.517951616621121502e+01,1.504233376462296690e+02,1.678922900833774463e+02
-9.229582868376152760e+01,-6.519070334068044303e+02,2.324753768883366774e+03,2.198835371326465804e+02,6.850317011692809501e+02,-1.181786411587947043e+02,1.330170780603947094e+02,2.810921633513869438e+02,-2.506761113225599331e+02,1.431664129754767600e+02
-1.584335790299954169e+03,-1.122129756155166433e+03,2.764389543563980851e+02,1.331518194707614668e+02,-5.756098069893423599e+02,-3.234715803070175753e+02,3.851584944064610738e+01,-9.106488781179020009e+01,-1.732619908567878042e+02,-2.122315433836200782e+02
-1.797185923962102834e+03,-2.674630929767299676e+02,-2.924788659212235871e+02,1.600328990596185008e+01,6.027198389629227648e+01,2.495048129091758682e+01,-1.475978215811261975e+02,-6.429045359852135277e+01,-4.083520896371084064e+01,-9.986082498159201748e+01
-1.184663223903956805e+03,-1.373229412702457921e+03,4.038414656632598110e+01,-6.234184777043461736e+02,-3.098983563021817531e+02,-8.848389011918763458e+01,-4.519994477019066892e+01,-1.687264812806599252e+02,-1.193878993104048334e+02,-1.298997768521861929e+02
